symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
PNC,2016-12-31,116.96,487000000,56959520000.0,30590000000,53007000000,79376520000
PNC,2016-09-30,90.09,490000000,44144100000.0,31589000000,50616000000,63171100000
PNC,2016-06-30,81.39,497000000,40450830000.0,30946000000,53254000000,62758830000
PNC,2016-03-31,84.57,501000000,42369570000.0,33339000000,51965000000,60995570000
PNC,2015-12-31,95.31,506000000,48226860000.0,34611000000,54793000000,68408860000
PNC,2015-09-30,89.2,512000000,45670400000.0,38059000000,54586000000,62197400000
PNC,2015-06-30,95.65,517000000,49451050000.0,38381000000,56086000000,67156050000
PNC,2015-03-31,93.24,521000000,48578040000.0,35349000000,54627000000,67856040000
PNC,2014-12-31,91.23,524000000,47804520000.0,36139000000,53258000000,64923520000
KLAC,2024-09-30,774.41,134134000,103874710940.0,1977202000,6826095000,108723603940
KLAC,2024-06-30,827.79,134462000,111306298980.0,1977129000,6819643000,116148812980
KLAC,2024-03-31,710.88,134954000,95936099520.0,1848167000,6823686000,100911618520
KLAC,2023-12-31,581.3,135539000,78788820700.0,1665054000,6084205000,83207971700
KLAC,2023-09-30,458.66,136412000,62566727920.0,1711570000,5891731000,66746888920
KLAC,2023-06-30,485.02,136873000,66386142460.0,1927865000,5890736000,70349013460
KLAC,2023-03-31,399.17,137865000,55031572050.0,1568513000,5889740000,59352799050
KLAC,2022-12-31,377.03,141299000,53273961969.99999,1571477000,6113745000,57816229969
KLAC,2022-09-30,302.63,141829000,42921710270.0,1819280000,6312749000,47415179270
KLAC,2022-06-30,319.08,148226000,47295952080.0,1584908000,6660718000,52371762080
KLAC,2022-03-31,366.06,150145000,54962078700.0,1415172000,3699799000,57246705700
KLAC,2021-12-31,430.11,151251000,65054567610.0,1657057000,3444106000,66841616610
KLAC,2021-09-30,334.51,152330000,50955908300.0,1509564000,3443436000,52889780300
KLAC,2021-06-30,324.21,152971000,49594727910.0,1434610000,3442767000,51602884910
KLAC,2021-03-31,330.4,153801000,50815850400.0,1452150000,3442097000,52805797400
KLAC,2020-12-31,258.91,154273000,39942822430.00001,1431466000,3461465000,41972821430
KLAC,2020-09-30,193.74,155281000,30084140940.0,2043453000,3420403000,31461090940
KLAC,2020-06-30,194.48,155106000,30165014880.0,1980472000,3469670000,31654212880
KLAC,2020-03-31,143.74,156067000,22433070580.0,1634531000,3443937000,24242476580
KLAC,2019-12-31,178.17,157290000,28024359299.999996,1677522000,3399877000,29746714299
KLAC,2019-09-30,159.45,158697000,25304236650.0,1751522000,3424130000,26976844650
KLAC,2019-06-30,121.72,160546000,19541659120.0,1739385000,3423382000,21225656120
KLAC,2019-03-31,122.16,156349000,19099593840.0,1897268000,3422646000,20624971840
KLAC,2018-12-31,89.49,152148000,13615724520.0,1793982000,2238378000,14060120520
KLAC,2018-09-30,100.76,155221000,15640067960.0,2780308000,2237890000,15097649960
KLAC,2018-06-30,102.53,155740000,15968022200.0,2880318000,2237402000,15325106200
KLAC,2018-03-31,109.01,156221000,17029651210.0,2889982000,2461914000,16601583210
KLAC,2017-12-31,105.07,156184883,16410345656.81,2758190000,2486426000,16138581656
KLAC,2017-09-30,106.0,156826000,16623556000.0,3056484000,2774838000,16341910000
KLAC,2017-06-30,91.51,156668000,14336688680.0,3016740000,2930457000,14250405680
KLAC,2017-03-31,95.07,156749000,14902127429.999998,2703514000,2954827000,15153440429
KLAC,2016-12-31,78.68,156335000,12300437800.000002,2592977000,2979197000,12686657800
KLAC,2016-09-30,69.71,156129000,10883752589.999998,966325000,3018567000,12935994589
KLAC,2016-06-30,73.25,155712000,11405904000.0,2491294000,3057936000,11972546000
KLAC,2016-03-31,72.81,155690000,11335788900.0,925974000,3097306000,13507120900
KLAC,2015-12-31,69.35,155252000,10766726200.0,886591000,3131676000,13011811200
KLAC,2015-09-30,50.0,156820000,7841000000.0,2269447000,3151046000,8722599000
KLAC,2015-06-30,56.21,158635000,8916873350.0,2387111000,3190416000,9720178350
KLAC,2015-03-31,58.29,161559000,9417274110.0,2339785000,3236799000,10314288110
KLAC,2014-12-31,70.32,164036000,11535011519.999998,2366833000,3246071000,12414249519
AON,2024-09-30,345.99,217400000,75218226000.0,1103000000,18001000000,92116226000
AON,2024-06-30,293.49,212500000,62366625000.0,974000000,18519000000,79911625000
AON,2024-03-31,329.59,199100000,65621368999.99999,995000000,17317000000,81943369000
AON,2023-12-31,291.02,200300000,58291306000.0,778000000,12032000000,69545306000
AON,2023-09-30,324.22,202900000,65784238000.00001,808000000,11891000000,76867238000
AON,2023-06-30,345.2,204700000,70662440000.0,952000000,12002000000,81712440000
AON,2023-03-31,315.29,206100000,64981269000.00001,1119000000,12033000000,75895269000
AON,2022-12-31,300.14,207500000,62279050000.0,690000000,11463000000,73052050000
AON,2022-09-30,267.87,210900000,56493783000.0,692,11707000000,68200782308
AON,2022-06-30,269.68,213300000,57522744000.0,740000000,11332000000,68114744000
AON,2022-03-31,325.63,215300000,70108139000.0,595000000,11269000000,80782139000
AON,2021-12-31,300.56,219300000,65912808000.0,544000000,10164000000,75532808000
AON,2021-09-30,285.77,225400000,64412557999.99999,609000000,9485000000,73288558000
AON,2021-06-30,238.76,227000000,54198520000.0,1091000000,8409000000,61516520000
AON,2021-03-31,230.11,227100000,52257981000.0,822000000,8398000000,59833981000
AON,2020-12-31,211.27,229200000,48423084000.0,884000000,8626000000,56165084000
AON,2020-09-30,206.3,232600000,47985380000.0,821000000,8929000000,56093380000
AON,2020-06-30,192.6,232700000,44818020000.0,757000000,9252000000,53313020000
AON,2020-03-31,165.04,233200000,38487328000.0,690000000,9295000000,47092328000
AON,2019-12-31,208.29,234700000,48885663000.0,790000000,8283000000,56378663000
AON,2019-09-30,193.57,236900000,45856733000.0,602000000,8490000000,53744733000
AON,2019-06-30,195.14,240600000,46950684000.0,581000000,8806000000,55175684000
AON,2019-03-31,173.44,242200000,42007168000.0,600000000,7685000000,49092168000
AON,2018-12-31,145.36,242400000,35235264000.0,656000000,6244000000,40823264000
AON,2018-09-30,154.85,244000000,37783400000.0,484000000,6563000000,43862400000
AON,2018-06-30,137.17,246000000,33743819999.999996,487000000,6610000000,39866820000
AON,2018-03-31,140.33,248500000,34872005000.0,597000000,6256000000,40531005000
AON,2017-12-31,134.0,251300000,33674200000.0,756000000,5966000000,38884200000
AON,2017-09-30,146.1,255600000,37343160000.0,749000000,6112000000,42706160000
AON,2017-06-30,132.95,260000000,34567000000.0,684000000,6063000000,39946000000
AON,2017-03-31,118.69,264800000,31429112000.0,433000000,6412000000,37408112000
AON,2016-12-31,111.53,265608466,29623312212.98,431000000,6205000000,35397312212
AON,2016-09-30,112.49,267500000,30091075000.0,483000000,6329000000,35937075000
AON,2016-06-30,109.23,269306931,29416396073.13,438000000,6158000000,35136396073
AON,2016-03-31,104.45,271700000,28379065000.0,465000000,6765000000,34679065000
AON,2015-12-31,92.21,275471698,25401245272.579998,384000000,5737000000,30754245272
AON,2015-09-30,88.61,280900000,24890549000.0,398000000,6280000000,30772549000
AON,2015-06-30,99.68,284500000,28358960000.000004,367000000,6228000000,34219960000
AON,2015-03-31,96.12,284200000,27317304000.0,378000000,5848000000,32787304000
AON,2014-12-31,94.83,286875000,27204356250.0,374000000,5582000000,32412356250
REGN,2024-09-30,1051.24,108100000,113639044000.0,2011800000,2704000000,114331244000
REGN,2024-06-30,1057.02,108100000,114263862000.0,1928200000,2703600000,115039262000
REGN,2024-03-31,969.31,107800000,104491618000.0,2602000000,2703300000,104592918000
REGN,2023-12-31,878.29,106600000,93625714000.0,2730000000,2702900000,93598614000
REGN,2023-09-30,822.96,106300000,87480648000.0,2152300000,2702600000,88030948000
REGN,2023-06-30,718.54,107000000,76883780000.0,1937200000,2702200000,77648780000
REGN,2023-03-31,821.67,107100000,88000857000.0,3916300000,2701800000,86786357000
REGN,2022-12-31,721.49,107000000,77199430000.0,3105900000,2701400000,76794930000
REGN,2022-09-30,688.87,112800000,77704536000.0,3491300000,2701100000,76914336000
REGN,2022-06-30,591.13,114000000,67388820000.0,3395100000,2700700000,66694420000
REGN,2022-03-31,698.42,113066202,78967696800.84,3345700000,2700400000,78322396800
REGN,2021-12-31,631.52,113199394,71487681298.88,2885600000,2699700000,71301781298
REGN,2021-09-30,605.18,113900000,68930002000.0,3432400000,2698600000,68196202000
